draft_number,years_education,income
318,15,61245.72
327,14,73032.07
94,13,63603.26
240,14,70048.45
202,17,97131.88
257,11,30953.73
136,17,75835.38
282,14,50158.67
310,13,69578.3
41,18,146527.2
24,17,48098.32
343,17,84423.88
327,16,97269.61
110,14,48186.86
3,19,70368.06
178,11,45832.41
178,15,21312
342,16,95069.58
281,15,22135.82
18,18,86670
145,14,50472.1
161,15,40928.8
22,16,62718.61
194,11,44385.64
140,15,39549.05
48,16,44181.95
16,12,58660.27
186,16,72769.78
242,16,69626.45
74,17,36417.05
123,16,55459.29
90,15,44722.68
252,16,77105.1
294,15,103765.9
128,18,109932.6
336,15,57678.51
101,14,127884.5
49,21,70503.09
9,16,62945.56
79,14,16954.27
75,20,142571.3
84,13,39716.16
17,20,52162.58
74,18,108960.7
84,12,21312.45
220,15,36198.77
212,16,98721.95
62,17,86473.66
165,17,116181.7
76,13,67779.66
253,13,93748.91
324,12,55525.27
237,12,47042.57
276,16,76688.87
183,16,87076.8
139,16,45619.96
29,18,108236.9
108,17,58771.99
50,19,47922.6
196,14,37554
363,17,62458.23
82,15,60048.22
238,15,91944.22
285,19,88254.3
348,15,45497.48
149,12,20298.81
259,14,71100.8
290,10,31925.91
364,14,9187.81
39,19,92835.32
19,16,56448.23
223,13,97311.36
49,18,140013.2
92,15,60219.97
361,14,39037.04
231,14,91251.59
167,11,36911.23
200,16,59003.82
354,16,27967.57
141,14,17751.66
30,15,6862.014
245,18,78223.5
352,17,55672.81
253,18,24974.05
115,15,79299.33
334,14,80145.95
245,15,64041.6
337,16,99059.84
305,17,82263.22
291,13,50492.11
234,15,41548.23
220,13,64507.57
26,15,1307.276
48,16,28753.56
86,18,115754.6
165,12,38509.13
143,13,42790.87
168,14,60798.28
264,15,58442.73
135,14,37506.93
202,17,75722.16
123,14,49282.84
127,17,73619.14
328,14,39396.9
114,14,74177.44
3,18,53163.83
137,12,28320.57
7,16,52748.52
262,14,40245.72
145,16,63585.83
15,15,46515.57
195,17,102904.4
286,15,80719.74
119,13,44521.9
3,18,82807.35
307,15,73781.07
16,16,18833.79
82,13,31211.05
293,11,61106.48
252,14,46160.39
34,15,75030.89
82,19,98273.88
269,13,95103.93
201,18,51291.89
79,16,81586.77
5,16,64987.62
344,16,75300.06
114,15,92615.4
122,12,103311.2
69,16,32138.03
111,14,13534.05
316,18,101878.4
315,13,60989.4
182,18,132843
80,17,22808.06
115,15,45326.73
134,14,46464.11
153,14,68938.6
38,16,82832.03
186,12,62954.72
50,16,45775.04
219,13,40127.84
209,13,66686.72
44,17,20645.23
204,16,79960.86
310,10,34870.1
262,13,76261.15
274,15,66017.51
304,15,37352.19
36,13,83024.38
139,14,104296.5
267,13,47962.54
245,14,72630.51
8,18,130648.7
278,13,49099.4
126,16,53584.94
249,16,110295
76,18,47761.16
246,14,32299.14
272,12,44017.18
341,16,54850.78
239,10,49845.13
180,12,46284.29
229,17,45259.04
222,15,125263.8
119,15,58690.46
66,19,79866.38
220,16,94462.17
331,15,114826.7
174,14,28558.02
349,13,49999.76
311,14,61396.77
161,14,24524.62
181,12,59296.18
122,17,96571.69
330,16,105235.7
152,14,59572.79
17,14,41405.22
328,13,55722.42
75,18,131400.5
269,13,6145.485
117,18,86328.71
199,14,85108.2
262,15,76474.91
263,17,139062.4
47,15,106073.5
105,12,110086.2
231,10,11149.22
111,15,52015.91
321,12,40822.63
8,17,89427.16
282,13,31342.71
130,19,61865.24
257,14,41622.27
310,18,144563.7
91,17,82255.14
259,14,56494.18
318,16,0
339,10,33491.06
294,17,89934
79,21,129294.3
85,13,44655.14
110,16,32410.48
365,15,79777.27
139,13,53650.74
271,10,30081.13
271,12,49336.72
65,17,91647.87
271,16,69936.91
131,12,66396.8
224,15,91929.03
292,16,39386.45
26,14,52857.82
229,13,52461.61
242,13,112918.2
11,12,0
261,14,47044.76
192,19,150646.5
231,18,82536.95
283,14,85328.86
354,15,59968.18
305,13,30843.05
336,14,87737.29
184,14,51422.2
314,13,83329.73
300,14,29725.43
208,17,71104.94
204,12,86837.83
6,18,142286.1
32,21,89126.02
177,16,40027.81
158,17,65456.5
266,14,24475.7
61,20,51212.36
262,14,36190.29
16,17,75284.45
266,17,113362.3
129,15,63083.43
351,16,91749.3
214,13,12619.27
158,19,125693.7
157,15,65429.66
36,15,24521.83
263,13,41686.68
253,14,28254.14
121,14,64141.5
309,14,49125.5
240,14,78334.91
137,13,98730.59
177,16,39255.97
39,17,36963
332,18,131508.8
258,14,79970.16
246,14,56535.12
330,14,56989.45
174,16,129097.7
21,21,47213.01
135,18,114127.4
339,20,44761.48
222,17,74109.1
282,14,56593.94
58,12,63514.07
19,13,54391.3
98,11,55826.89
72,17,0
337,17,80258.91
264,15,85121.39
126,19,85185.47
200,13,40777.73
271,15,58464.9
123,14,73043.16
25,18,132858.8
22,13,23641.54
200,15,120669.2
264,10,23657.38
253,14,39496.96
101,17,49715.33
187,18,81866.23
174,13,58663.61
327,13,24191.94
122,14,58947.59
217,16,46165.11
173,13,38136.39
290,12,52108.58
96,16,39779.69
175,12,53069.68
173,12,97799.14
50,15,56896.26
192,15,38863.88
97,17,11407.06
246,11,31492.75
3,16,57741.25
123,14,68884.41
353,15,70145.98
52,18,80269.05
59,16,39582.08
230,19,123038.3
108,16,57328.5
216,15,87051.98
167,12,34488.05
35,16,25015.53
183,14,43248.89
106,15,36171.65
351,14,0
37,19,105820.6
146,14,33246.98
24,17,51921.84
6,18,52600.29
56,17,74213.02
227,16,91618.31
207,11,48100.5
316,13,48477.72
10,18,117550.4
244,16,89422.84
290,12,52687.56
330,16,70930.55
12,21,68425.15
147,11,43599.13
365,14,35984.63
243,14,15033.42
78,16,58500.78
138,14,50430.68
66,19,83244.03
215,12,33724.46
307,14,95707.17
225,13,32674.94
365,14,81854.97
167,11,22938.35
26,14,59554.84
282,12,21418.43
135,17,92630.37
155,15,80888.1
361,15,75634.68
344,12,51199.59
307,13,29350.55
329,14,77188.94
174,15,44672.11
281,15,28459.36
362,18,102225.7
139,14,31360.77
115,17,71652.94
311,14,60067.28
187,14,72802.58
148,18,103859.6
278,14,41741.14
310,15,89578.82
273,15,92126.8
155,16,56202.22
30,16,42202.15
217,12,35870.26
33,11,34017.6
12,14,55734.28
290,15,68234.55
219,15,55731.2
149,13,67223.55
158,12,16819.27
113,15,85313.55
155,13,21381.4
178,13,53351.43
14,15,65536.03
245,12,66801.61
288,13,57603.29
226,13,23995.16
264,14,57027.07
208,11,30689.2
159,16,83118.77
24,15,62428.71
324,14,50978.51
268,11,45360.13
75,13,34308.72
107,14,61825.43
180,15,66055.39
328,13,76020.63
100,16,85930.47
342,10,46055.66
68,18,54183.59
286,19,70507.75
66,16,56432.27
267,13,56571.76
361,11,28802.74
259,17,85512.57
91,12,55673.77
363,12,30500.72
165,15,36754.86
103,15,45696.55
143,13,22411.54
59,21,44910.54
326,15,63296.82
211,17,105462.1
169,15,49882.85
353,11,43633.65
197,10,47333.38
304,17,87172.31
253,15,65769.98
232,15,41077.17
49,18,105070.2
328,14,86088.13
102,14,100918.5
97,15,79590.44
8,16,55732.38
311,18,55015.42
207,13,13567.71
61,19,101737.4
294,12,43827.04
257,17,72077.62
147,17,44091.59
308,17,116893.7
260,14,105104.8
104,14,45006.08
317,13,66175.76
252,14,81766.2
32,21,72981.6
238,13,83450.49
63,21,53873.62
38,20,79538.72
107,14,39931.04
94,12,28120.08
79,19,112126.9
177,15,32998.88
279,13,70297.02
79,15,66033.83
149,13,26499.13
355,18,37676.64
195,13,90609.66
205,13,64749.33
128,18,92069.84
274,15,65366.38
271,16,86771.8
347,19,67242.02
341,11,33781.77
218,14,104980
227,16,61926.6
135,13,49515.25
287,14,61220.01
149,13,32131.82
346,15,43860.59
37,14,63146.74
149,18,130038.8
196,13,60709.12
150,10,45296.49
123,13,33396.3
157,16,89894.63
237,14,118657.5
173,13,61428.46
29,13,20510.63
173,11,29795.84
354,15,98861.4
114,14,31277.99
340,15,46409.69
29,17,58458.46
158,13,24157.41
131,11,50544.69
254,16,73209.5
87,13,50675.82
343,12,46373.25
124,12,25657.38
150,17,99462.2
234,12,79829.59
62,15,89900.65
62,19,45570.26
233,13,68742.05
27,19,61944.62
156,13,54623.25
236,12,60695.87
360,15,82004.82
51,19,72990.09
112,16,52848.41
231,14,35168.47
92,12,51556.44
252,14,78870.25
163,15,74381.67
315,16,31940.41
22,14,75445.38
301,13,66337.52
157,14,62942.35
134,10,26251.11
258,16,37092.8
11,20,132638.1
4,15,83360.12
355,15,65000.43
314,15,74652.27
195,17,55343.45
117,18,87427.59
353,15,63391.31
241,16,22696.29
246,14,55081.97
64,16,67699.54
102,17,75158.49
117,18,142025.1
23,18,85925.95
84,17,89204.55
40,19,108561.7
252,17,51623.14
115,13,61969.97
180,11,51472.93
39,19,58373.03
349,13,89658.03
240,19,103459.1
235,15,40914.61
41,18,70104.26
191,17,62908.32
257,16,68824
246,12,37610.28
17,17,113314.9
282,14,42709.87
37,16,63909.85
250,12,31375.04
6,17,55017.7
191,16,63905.73
184,17,116495
268,20,99690.52
294,11,22669.35
90,14,72586.62
163,17,87956.52
274,13,59680.43
116,14,15374
73,17,66870.5
241,14,61284.79
108,16,93386.12
333,16,74683.15
132,14,51658.96
77,14,74772.09
215,14,81456.63
181,13,51747
67,16,82166.39
219,12,63119.23
54,18,50464.32
322,14,52354.86
162,16,50863.59
238,12,40486.55
178,17,51025.83
180,18,87668.51
81,15,45100.95
192,15,19313.76
234,11,5642.489
13,18,81169.62
119,17,85552.97
360,16,73221.06
334,15,48411.31
89,15,86318.59
253,15,85811.78
215,14,61905.3
241,15,72876.43
290,15,49381.63
42,17,0
206,14,64407.73
255,16,46402.86
234,13,29041.17
230,12,61669.33
307,17,105562.2
114,14,39341.2
118,16,76041.32
330,15,87199.7
300,15,53152.82
215,14,62612.95
130,17,12786.43
127,15,109956.2
307,13,16711.3
102,15,35187.9
333,15,35696.46
140,15,74699.9
314,15,107311.3
93,17,43954.36
317,16,76031.1
129,15,48585.95
352,19,40928.2
98,14,39899.41
81,13,17136.56
48,20,90874.68
332,14,37183.88
110,18,80387.09
257,16,76771.14
154,13,68366.84
166,15,44349.55
353,14,71636.98
285,16,87132.85
200,14,39925.7
96,14,54718.32
365,13,24481.12
245,11,40258.29
259,11,43449.54
89,15,72650.55
274,17,87294.89
14,20,40590.17
99,14,19044.72
343,13,25804.49
78,16,54585.18
17,20,62989.96
320,17,56374.86
254,13,66190.02
307,13,92631.23
1,16,64572.15
41,20,108069.4
303,13,39153.25
16,13,45981.59
273,14,63714.63
161,16,45374.61
199,11,53858.72
65,19,92936.05
95,14,33851.26
219,18,67927.79
278,15,69817.7
257,15,24855.07
248,12,51540.26
185,14,50545.25
172,15,65551.23
111,13,61463.71
350,15,73655.8
245,18,77172.3
68,17,53279.38
342,13,51860.92
153,12,24390.01
304,13,49113.15
109,16,79370.09
5,18,34505.28
332,14,90650.7
288,13,50894.2
152,14,31615.38
193,13,41910.17
331,16,60642.27
163,13,29083.07
324,16,38794.47
354,15,52339.95
199,14,76087.7
345,10,51535.31
281,15,93738.36
102,14,76631.27
227,15,50968.69
25,16,65423.42
69,12,39521.21
73,17,6680.381
113,11,49240.36
301,14,83741.4
308,14,52488.86
2,14,63674.16
3,18,40292.57
215,16,82357.7
289,12,47124.18
23,20,176627.5
110,14,94949.88
228,16,38734.5
247,15,52939.41
363,11,41853.53
350,18,51329.7
352,18,107892.9
174,15,77572.09
322,18,113065.3
309,17,82171.95
59,15,58358.7
251,15,123985.4
81,16,89821.2
112,12,80718.71
54,20,60199.24
87,17,156681.9
324,17,103898.5
85,14,66144.59
326,12,37221.63
288,12,61488.55
37,17,91018.49
129,12,34546.95
344,15,61924.34
343,19,128215
5,15,69624.3
242,15,90876.53
131,12,45926.37
205,16,43068.17
355,11,39724.59
234,18,73260.25
133,17,22138.15
306,13,56638.09
122,15,61342.97
153,12,8214.168
283,14,156244.5
171,18,58662.66
171,16,55562.19
192,14,92347.88
35,20,113557.2
100,12,25943.84
162,17,119744.1
333,11,42997.21
309,15,78955.25
146,15,97003.57
136,12,95728.24
188,18,70662.95
62,17,84882.4
61,18,75922.49
99,17,90616.61
74,19,79914.49
364,13,72174.37
85,10,25480.05
215,16,80638.18
107,12,50357.68
59,16,43164.97
341,12,54745.07
16,14,29785.44
270,14,35251.52
139,16,71412.03
116,17,86132.72
171,17,105623.2
363,16,57968.94
313,14,63857.56
248,11,62078.51
16,16,92705.78
85,15,71870.23
323,12,52660.28
180,13,56261.29
349,14,53037.64
30,12,16758.27
17,14,49426.82
9,15,25660.18
111,13,42524.11
15,17,85616.55
21,19,76239.65
172,14,47334.34
138,13,35127.53
182,12,13295.1
281,14,74764.19
14,18,102950.3
275,13,65160.72
364,18,108488.5
195,18,22783.69
19,16,125093.7
95,17,97560.8
188,15,46164.97
156,15,92496.8
235,15,64620.26
134,14,69852.15
314,10,48902.06
158,17,70366.34
181,16,76645.33
305,15,53797.43
85,13,28492.09
314,15,140748.1
112,16,54607.13
262,15,55169.61
79,15,64213.29
77,14,24803.02
146,15,65355.38
123,15,35099.39
81,17,72353.19
208,13,58070.03
362,15,60369.41
30,17,114649.4
309,16,95719.85
161,17,109330.8
159,17,45670.31
250,17,36591.03
275,19,139914.5
354,15,43319.15
229,17,68072.3
72,18,27845.48
302,12,67157.94
184,14,47881.08
114,15,34778.05
317,14,62754.01
131,18,76634.41
274,15,85013.97
49,17,67577.27
156,11,64909.46
301,15,63088.09
319,13,37575.47
310,17,54287.84
55,15,93932.91
62,17,82369.61
103,19,68426.84
2,14,67673.82
305,17,43093.88
34,16,87445.77
107,14,34847.09
193,16,101240.5
297,12,53834.63
72,16,73705.7
201,12,43414.49
253,16,43495.29
256,14,111501.4
359,12,52374.07
294,15,47958.91
297,12,6013.54
305,17,46437.76
225,16,89824.92
327,14,43636.68
279,16,79574.31
97,14,64481.54
105,12,38807.92
234,17,105173.4
147,13,79979.41
322,15,59661.37
106,13,110591.2
264,14,29617
313,16,45433.06
149,13,42947.56
78,15,68911.71
26,17,87374.04
225,11,23789.2
297,11,59711.1
53,16,70766.59
112,13,46716.73
183,19,108372.4
254,15,89729.38
263,16,60642.6
118,18,67643.88
43,18,67942.44
275,15,85883.73
83,18,108716.9
176,17,97265.28
37,15,54739.46
146,17,72938.7
307,13,60130.32
302,17,95387.8
215,14,24394.75
262,11,52242.46
131,15,85941.89
85,14,48946.64
80,16,18643.23
94,12,83660.48
245,15,59113.57
124,16,89230.94
69,18,88526.27
96,14,38211.03
68,15,87142.49
231,11,25169.18
169,14,69028.17
90,15,73486.68
314,13,44951.51
347,17,75331.23
85,18,42702.33
82,18,77779.58
88,18,69919.37
206,14,35899.9
226,14,62769.07
364,19,112023.1
329,12,35394.06
187,14,6571.332
154,12,29273.94
170,18,81985.38
92,14,0
190,13,47998.5
182,14,66804.02
95,11,31852.2
317,14,63616.7
314,15,77809.73
339,9,30911.19
38,17,17451.99
240,16,41118.9
119,16,26004.8
260,14,56825.36
167,15,50732.73
220,15,71438.09
23,20,162904.9
11,17,62933.71
234,13,36306.56
92,14,53851.85
110,15,21078.24
125,10,21335.72
204,16,78565.64
62,18,50682.37
295,16,85372.18
68,19,63754.23
114,18,47988.87
297,14,74887.9
281,13,57802.89
54,18,26721.6
324,13,43990.36
228,13,74946.09
342,15,57648.95
33,20,83053.8
18,15,91724.38
87,14,0
171,10,48212.13
348,15,108082.7
264,15,47848.11
113,13,59317.37
116,13,57889.1
222,16,64994.64
77,18,30206.83
250,16,83282.24
243,18,108019.7
226,17,89555.11
268,11,11512.91
200,13,71103.59
258,12,47483.91
180,18,21491.56
114,14,85877.09
106,14,57566.61
205,16,18130.44
343,14,25470.3
91,12,43653.38
352,16,18350.99
144,13,43725.35
268,16,44357.43
238,17,65588.3
77,17,28758.39
303,13,20058.63
11,18,109145
253,13,24238.27
271,12,66422.7
263,15,78859.08
24,19,74513.62
344,14,95350.71
75,16,87579.04
181,13,35479.64
96,15,91227.26
75,14,44396.58
362,16,58005.45
165,15,0
78,11,17136.64
245,14,100075.6
216,16,81011.8
258,13,17805.69
178,14,95984.79
318,11,7817.025
336,13,45256.82
218,17,91531.59
46,20,67580.98
254,11,21872.71
350,15,32628.27
216,18,88081.34
254,14,97450.25
135,17,44509.24
235,17,76840.44
96,14,63921.39
218,14,81963.59
320,15,39670.34
290,17,56187.52
117,14,33638.23
194,12,15725.24
294,13,56662.84
313,15,51883.13
6,18,69763.28
357,19,103105.4
131,15,123666.9
285,15,82615.24
73,15,102525.3
111,15,6122.071
362,13,39321.4
51,19,78768.12
218,13,19898.47
320,17,24533.2
358,16,74971.58
329,14,106480.3
231,13,76401.46
209,18,55817.87
64,16,115422.9
28,20,64828.03
328,17,84252.03
139,11,39784.36
206,14,91386.17
305,16,54107.45
312,17,69970.48
233,12,38306.35
345,11,43462.99
220,13,69147.04
279,16,47365.82
152,10,31300.02
171,15,72080.68
52,17,124830.7
299,13,34316.52
163,13,73077.14
213,15,57379.76
188,19,113169.1
109,16,95250.45
111,15,103375.8
259,18,24912.04
341,14,80568.17
265,14,58081.33
182,16,110105.5
214,18,62778.97
336,16,75669.31
212,13,52807.61
23,17,49274.08
40,17,87388.75
176,12,34678.54
206,17,31233.52
42,16,28181.27
264,18,96011.38
257,14,61033.18
34,14,15964.56
179,16,93648.52
334,13,36845.03
271,16,85088.3
32,17,109012.6
11,19,143063.1
64,16,30459.08
277,13,47572.13
65,18,65976.09
278,16,54354.25
349,15,50840.27
87,12,18189.66
314,14,59516.7
2,14,60668.57
175,17,103741
342,15,41704.85
340,14,51924.56
119,12,77578.25
87,18,139117.5
365,17,64978.37
11,19,69540.98
48,17,73999.6
278,14,48964.35
272,16,133896.9
316,11,35328.94
281,17,68038.41
163,13,61822.29
27,16,65466.79
324,15,62532.97
241,16,44755.22
146,13,41045.55
262,17,24306.96
62,16,80358.2
333,15,62947.38
73,13,23777.68
107,13,69860.26
298,13,91086.62
251,12,71295.59
81,16,58935.86
53,15,30308.61
101,10,8141.534
364,14,56011.38
327,15,8138.653
8,17,61103.23
43,17,95999.8
134,17,44993.98
202,11,26581.49
157,16,94886.77
187,14,14557.62
340,19,54851.28
28,14,64199.41
30,18,139542.4
66,13,55255.04
50,13,53999.11
324,15,32870.32
280,14,61159.25
3,18,99373.89
260,16,94940.36
132,15,93916.05
220,12,60972.2
43,17,57393.86
146,15,30751.46
129,15,99057.66
10,15,74183.5
28,18,71431.98
183,12,23579.64
33,14,33044.74
166,16,101070.9
270,14,51158.38
207,13,41379.58
224,13,19068.95
333,13,52190.02
108,13,50242.98
104,15,0
309,16,107422.9
62,17,59562.69
281,11,15991.54
226,13,55416.39
196,10,49242.92
244,15,78155.56
127,13,81607.88
45,16,38594.66
43,14,67391.13
335,15,70795.39
184,12,32023.01
211,11,34086.11
202,13,60285.21
314,13,50553.48
186,12,66188.51
104,16,34532.18
139,16,95082.7
219,16,99891.98
348,13,45993.32
13,14,36880.27
263,16,105275.4
20,18,101754.5
83,17,106002.7
49,13,30352.77
273,17,64786.69
315,11,59158.77
274,17,107001.5
245,17,80411.57
249,18,78901.95
204,14,86202.37
63,17,114932.2
261,10,41051.59
329,14,76057.49
179,13,70742.32
163,16,75521.09
208,16,46146.81
194,14,50563.66
11,20,69431.11
186,13,67675.73
153,13,52437.9
333,12,36761.14
76,14,70105.03
233,16,56236.28
102,15,33072.76
62,16,79468.96
296,15,56324.78
11,20,62871.29
209,15,99103.14
11,18,67199.24
38,14,57367.48
316,17,92543.21
307,12,39847.32
223,16,37366.34
249,19,119762.8
316,15,57430.8
312,13,82389.47
359,13,46843.55
213,17,109278.1
185,12,32033.23
117,15,94816.15
36,21,82152.2
340,10,50058.54
320,16,43950.25
41,17,110344.9
82,14,63713.71
122,14,85353.78
145,15,78309.05
362,12,33452.3
31,18,79067.85
184,19,62948.68
214,16,72149.16
52,18,30765.18
189,16,8838.476
50,20,73323.45
144,13,23737.3
209,15,109329.6
229,17,83552.3
69,17,95716.73
332,13,39984.98
221,15,61902.93
54,11,37598.53
19,17,5675.237
220,13,49981.45
131,12,30740.21
357,13,62157.87
319,15,64781.14
51,15,66622.26
300,15,94284.21
271,11,45897.11
19,18,80029.07
335,17,92614.56
158,14,55607.75
206,16,61969.18
150,12,25709.8
305,14,47533.84
291,18,85160.05
65,18,88878.33
114,15,63939.74
207,11,33292.6
361,14,34121.74
210,15,33090.11
44,14,58189.66
346,13,94937.63
263,11,56762.85
267,19,46442.47
275,17,70375.58
254,15,67455.11
83,17,58158.67
347,17,15445.1
338,16,115011
110,17,89065.71
230,14,10414.87
174,16,42293.31
267,16,146720
270,13,84453.52
45,19,64559.76
155,17,84645.75
8,17,62934.63
54,16,50759.39
263,15,89966.99
322,16,78172.95
61,17,59708.13
192,14,44697.34
110,15,45598.62
117,14,81972.68
132,17,66430.4
163,14,10240.76
308,16,43990.92
17,15,61912.9
321,14,49447.69
251,17,154696.5
156,15,66827.77
204,13,67711.04
321,14,45340.64
291,17,50902.78
180,17,69357.84
145,15,92687.77
306,14,80328.03
36,17,102344.1
261,15,60899.26
3,14,58886.4
22,19,136602.2
118,11,26060.38
362,14,89057.79
84,14,59107.55
150,17,63166.34
82,13,83189.02
49,17,63848.6
56,16,80982.7
345,17,80030.51
83,14,25646.62
155,12,75279.88
101,15,112665.2
47,14,41842
205,16,69352.42
351,11,53703.99
340,14,66811.09
323,17,41681.16
26,15,86657.96
11,19,64013.67
214,14,79632.13
238,15,13469.79
39,18,27719.14
159,16,16236
32,16,72012.74
220,13,38480.95
3,13,38699.18
108,17,69265.84
170,15,40478.49
92,14,41223.04
361,11,33757.42
263,15,66209.82
84,15,83467.58
169,17,74703.96
169,17,109816.9
19,18,66556.09
90,17,125885.9
356,16,65735.76
47,16,43315.74
266,15,77180.95
170,14,22928.22
196,14,45407.12
51,19,74640.55
281,13,84209.93
315,17,89202.09
149,10,32629.92
52,13,5540.295
325,15,35891.21
167,13,43317.01
14,18,65929.73
320,17,67877.41
302,15,47216.13
240,9,25218.24
205,14,71200.91
12,14,49287.26
35,16,31571.55
168,15,42610.41
151,15,74140.27
201,10,38098.15
357,14,35781.95
152,16,60208.68
176,13,61632.8
128,15,65216.25
282,15,38833.1
296,11,34632.96
19,20,105276.8
320,15,92422.18
301,11,52400.6
273,17,119459
256,19,35710.3
35,15,50484.99
169,15,0
245,15,89916.8
345,14,66837.79
84,13,57406.22
27,16,86775.11
160,10,23557.5
272,13,45352.98
33,16,16839.35
47,15,49065.03
174,9,41639.05
118,15,32010.59
310,17,102774.7
109,17,116843.9
243,12,35920.16
12,17,51534.19
19,17,64039.58
168,14,28860.15
293,14,66358.3
114,18,78709.8
116,13,64100.35
52,15,49253.58
243,14,104318.7
247,17,86781.38
230,13,23758.38
117,16,121135.7
340,17,83593.78
221,12,35832.75
57,18,124210.6
113,12,77681.94
364,13,24464.86
243,14,36820.52
146,16,90665.4
226,17,0
285,14,51356.38
137,11,65061.19
153,14,60412.46
299,13,57012.13
246,9,33679.73
101,14,48673.1
271,16,58323.7
116,14,73674.74
54,15,28259.77
158,13,52604.84
153,13,67602.32
71,16,44892.27
130,15,118117.4
206,16,97763.63
59,17,156569.1
45,13,12968.54
54,17,53682.31
270,14,35979.89
108,17,63864.97
200,18,53988.29
232,13,40488.86
86,16,70420.72
154,11,33921.26
18,15,48890.75
229,15,47443.15
175,14,74628.63
335,15,61144.11
354,18,55888.81
245,14,65875.07
361,15,51322.74
228,16,51184.93
287,16,40746.14
179,17,110634
321,16,102983.4
298,16,62437.18
223,14,51967.11
307,12,56466.97
190,14,60341.95
286,12,82269.76
